,model,price,registration_year,make_year,fuel_type,body_type,kms_driven,ownership,transmission,city,seats,engine_displacement
111,2017 Ford Ecosport 1.5L Titanium AT Detail,"₱598,000 ",2018.0,2017,Gasoline,Suv,"31,000 Km",First Owner,Automatic,Quezon City,,1498 CC
112,2015 Mitsubishi Adventure 2.5 GLS Sport MT Detail,"₱598,000 ",,2015,Diesel,Mpv,"56,000 Km",First Owner,Manual,Quezon City,7 seat,2477 CC
113,2021 Suzuki Swift Dzire 1.2 AT Detail,"₱598,000 ",,2021,Gasoline,Sedan,"19,000 Km",First Owner,,Cainta,,
114,2021 Toyota Wigo 1.0 TRD S AT Detail,"₱598,000 ",,2021,Gasoline,Hatchback,,First Owner,Automatic,Pasig,5 seat,998 CC
115,2021 Chery Tiggo 2 AT Detail,"₱598,000 ",,2021,Gasoline,Crossover,,First Owner,Automatic,Quezon City,5 seat,1498 CC
116,2022 Toyota Wigo 1.0 G AT Detail,"₱598,000 ",,2022,Gasoline,Hatchback,,First Owner,Automatic,Quezon City,5 seat,998 CC
117,2015 Toyota Innova 2.5L J MT Detail,"₱598,000 ",,2015,Diesel,Mpv,,First Owner,Manual,Quezon City,8 seat,2494 CC
118,2018 Toyota Vios 1.3 E CVT Detail,"₱598,000 ",,2018,Gasoline,Sedan,,First Owner,Cvt,Quezon City,5 seat,1329 CC
119,2018 Suzuki Ciaz GL 1.4L AT Detail,"₱598,000 ",,2018,Gasoline,Sedan,,First Owner,Automatic,Quezon City,5 seat,1373 CC
120,2014 Toyota Innova 2.5L E AT Detail,"₱598,000 ",,2014,Diesel,Mpv,,First Owner,Automatic,Cavite City,,2494 CC
121,2019 MG ZS Style AT Detail,"₱598,000 ",,2019,Gasoline,Crossover,,First Owner,Automatic,Paranaque,5 seat,1499 CC
122,2016 Isuzu Crosswind Sportivo MT Detail,"₱598,000 ",,2016,Diesel,Mpv,,First Owner,Manual,Cavite City,7 seat,2499 CC
123,2013 Chevrolet Colorado 2.8L 4X4 AT LTZ Detail,"₱598,000 ",,2013,Diesel,Pickup-trucks,,First Owner,Automatic,Cavite City,4 seat,2766 CC
124,2011 Hyundai Genesis Coupe 2.0L Base 6MT FL Detail,"₱598,000 ",,2011,Gasoline,Coupe,,First Owner,Manual,Cavite City,4 seat,1998 CC
0,2022 Mitsubishi Mirage G4 GLX CVT Detail,"₱655,000 ",2022.0,2022,Gasoline,Sedan,"2,000 Km",First Owner,Cvt,Lapu-Lapu City,5 seat,1193 CC
1,2022 Mitsubishi Mirage G4 GLX 1.2 CVT Detail,"₱655,000 ",2022.0,2022,Gasoline,Sedan,"1,000 Km",First Owner,Cvt,Quezon City,,1199 CC
2,2014 Mitsubishi Strada 2.5 GLX MT Detail,"₱655,000 ",,2014,Diesel,Pickup-trucks,"72,000 Km",First Owner,Manual,"Talisay City, Cebu",,2498 CC
3,2020 MG ZS Alpha AT Detail,"₱655,000 ",2020.0,2020,Gasoline,Crossover,"20,000 Km",First Owner,Automatic,Taguig,5 seat,1499 CC
4,2017 Honda Mobilio 1.5 RS Navi CVT Detail,"₱655,000 ",2017.0,2017,Gasoline,Mpv,"38,000 Km",First Owner,Cvt,Pulilan,7 seat,1497 CC
5,2018 Toyota Avanza 1.5 G M/T Detail,"₱658,000 ",,2018,Gasoline,Mpv,"16,000 Km",First Owner,Manual,Marikina City,7 seat,1496 CC
6,2016 Hyundai Grand Starex 2.5 GL 5M/T (Dsl) Detail,"₱658,000 ",,2016,Diesel,Minivans,"39,000 Km",First Owner,Manual,Quezon City,10 seat,2476 CC
7,2017 Volkswagen Polo Hatchback 1.6 MPI AT Comfortline Detail,"₱658,000 ",,2017,Gasoline,Hatchback,"7,000 Km",First Owner,Automatic,Pasig,5 seat,1598 CC
8,2013 Honda Accord 3.5 SV AT V6 Detail,"₱658,000 ",,2013,Gasoline,Sedan,,First Owner,Automatic,Marikina City,5 seat,3471 CC
9,2017 Honda BR-V 1.5 S CVT Detail,"₱658,000 ",,2017,Gasoline,Crossover,"53,000 Km",First Owner,Cvt,Cainta,7 seat,1497 CC
10,2021 Toyota Vios 1.3 XE CVT Detail,"₱658,000 ",,2021,Gasoline,Sedan,"15,000 Km",First Owner,Cvt,Cavite City,5 seat,1329 CC
11,2022 Toyota Vios 1.3 XLE CVT Detail,"₱659,000 ",,2022,Gasoline,Sedan,"6,000 Km",First Owner,Cvt,Quezon City,5 seat,1329 CC
12,2016 Honda HR-V 1.8 E CVT Detail,"₱660,000 ",,2016,Gasoline,Crossover,"30,000 Km",First Owner,Cvt,Las Piñas,5 seat,1799 CC
13,2011 Toyota Fortuner 2.4L G AT Detail,"₱660,000 ",2011.0,2011,Diesel,Suv,1 Km,First Owner,Automatic,"Talisay City, Cebu",7 seat,2393 CC
14,2022 Toyota Vios 1.3 XLE MT Detail,"₱665,000 ",,2022,Gasoline,Sedan,,First Owner,Manual,Makati City,5 seat,1329 CC
15,2019 Suzuki Ertiga 1.5 GL MT (Upgrade) Detail,"₱665,000 ",,2019,Gasoline,Mpv,1 Km,First Owner,Manual,Pasig,7 seat,1462 CC
16,2014 Toyota Corolla Altis 1.6 V AT Detail,"₱668,000 ",2014.0,2014,Gasoline,Sedan,"25,100 Km",First Owner,Automatic,Quezon City,5 seat,1598 CC
17,2017 Isuzu Crosswind Sportivo X MT-JS Detail,"₱668,000 ",,2017,Diesel,Suv,"80,000 Km",First Owner,Manual,Cainta,7 seat,2499 CC
18,2022 Suzuki Swift 1.2L-A/T Detail,"₱668,000 ",,2022,Gasoline,Hatchback,,First Owner,Automatic,Quezon City,5 seat,1197 CC
19,2018 Suzuki Vitara GL Plus AT Detail,"₱668,000 ",,2018,Gasoline,Crossover,,First Owner,Automatic,Cavite City,5 seat,1586 CC
20,2015 Isuzu mu-X LS-A RWD MT Detail,"₱668,000 ",,2015,Diesel,Suv,,First Owner,Manual,Cavite City,,2499 CC
21,2022 Toyota Vios 1.3 XLE CVT Detail,"₱669,000 ",,2022,Gasoline,Sedan,"2,000 Km",First Owner,Cvt,Quezon City,5 seat,1329 CC
22,2014 Chevrolet Trailblazer LT Detail,"₱670,000 ",2021.0,2014,Gasoline,Suv,"50,000 Km",Third Owner,Cvt,Muntinlupa,5 seat,1341 CC
23,2016 Honda HR-V 1.8L S AT Detail,"₱670,000 ",2016.0,2016,Gasoline,Suv,"32,000 Km",First Owner,Automatic,Mandaue City,,
24,2010 Mitsubishi Montero Sport 2.5L GLS-V SE AT Detail,"₱670,000 ",2010.0,2010,Diesel,Suv,"75,000 Km",Third Owner,Automatic,Angeles City,,
25,2018 Mazda 3 Sedan 1.6 V AT Detail,"₱670,000 ",,2018,Gasoline,Sedan,"40,000 Km",First Owner,Automatic,Las Piñas,,
26,2014 Toyota Innova 2.5L E AT Detail,"₱670,000 ",,2014,Diesel,Mpv,"60,000 Km",First Owner,Automatic,Las Piñas,,2494 CC
27,2016 Mazda CX-5 2.0 AT Detail,"₱670,000 ",,2016,Gasoline,Suv,"40,000 Km",First Owner,Automatic,Las Piñas,,
28,2014 Chevrolet Trailblazer 2.8 6AT 4X2 LT Detail,"₱670,000 ",2015.0,2014,Diesel,Suv,1 Km,First Owner,Automatic,Cebu City,7 seat,2776 CC
29,2022 Toyota Vios 1.3 XLE MT Detail,"₱670,000 ",,2022,Gasoline,Sedan,"6,200 Km",First Owner,Manual,Quezon City,5 seat,1329 CC
30,2020 Mitsubishi L300 Exceed 2.2 Diesel Euro 4 Detail,"₱670,000 ",,2020,Diesel,Van,,First Owner,Manual,Paranaque,3 seat,2268 CC
31,2016 Honda HR-V S CVT Honda Sensing Detail,"₱670,000 ",2016.0,2016,Gasoline,Suv,"40,000 Km",First Owner,Cvt,Makati City,5 seat,1498 CC
32,2018 Hyundai Tucson 2.0L CRDi GLS AT Detail,"₱670,000 ",2018.0,2018,Diesel,Suv,"47,000 Km",Second Owner,Automatic,Muntinlupa,5 seat,1998 CC
33,2012 Mitsubishi Montero Sport 2.5L GLS-V SE AT Detail,"₱675,000 ",2012.0,2012,Diesel,Suv,"98,000 Km",First Owner,Automatic,Manila,,
34,2020 Honda City 1.5 Sport CVT Detail,"₱675,000 ",,2020,Gasoline,Sedan,"28,000 Km",First Owner,Cvt,Quezon City,5 seat,1497 CC
35,2014 Mitsubishi Montero Sport GLX 4x2 AT Detail,"₱675,000 ",2014.0,2014,Diesel,Suv,"115,000 Km",First Owner,Automatic,Angeles City,7 seat,2477 CC
36,2015 Subaru XV 2.0L AT 4x4 Detail,"₱675,000 ",2023.0,2015,Gasoline,Sedan,"53,000 Km",First Owner,Automatic,Pasig,,1998 CC
37,2015 Subaru XV 2.0L AT Detail,"₱675,000 ",,2015,Gasoline,Suv,"53,000 Km",First Owner,Automatic,Pasig,,
38,2021 Toyota Vios 1.3L XE AT Detail,"₱675,000 ",,2021,Gasoline,Sedan,"15,000 Km",First Owner,Automatic,Pasig,,
39,2017 Honda BR-V 1.5 S CVT Detail,"₱678,000 ",,2017,Gasoline,Crossover,"44,000 Km",First Owner,Cvt,Quezon City,7 seat,1497 CC
40,2018 Suzuki Ertiga 1.5 GL AT (Upgrade) Detail,"₱678,000 ",,2018,Gasoline,Mpv,"9,000 Km",First Owner,Automatic,Pasig,7 seat,1462 CC
41,2020 Hyundai Kona 2.0 GLS 6A/T Detail,"₱678,000 ",,2020,Gasoline,Crossover,,First Owner,Automatic,Pasay,5 seat,1998 CC
42,2015 Isuzu Crosswind Sportivo AT Detail,"₱678,000 ",,2015,Diesel,Mpv,"78,000 Km",First Owner,Automatic,Tigaon,7 seat,2499 CC
43,2020 Honda City 1.5 E CVT Detail,"₱678,000 ",,2020,Gasoline,Sedan,"27,000 Km",First Owner,Cvt,Pasig,5 seat,1496 CC
44,2020 Toyota Vios 1.5 G CVT Detail,"₱678,000 ",,2020,Gasoline,Sedan,"15,000 Km",First Owner,Cvt,Cainta,5 seat,1496 CC
45,2013 Toyota Innova 2.5L G AT Detail,"₱680,000 ",,2013,Diesel,Mpv,"45,000 Km",First Owner,Automatic,Pasay,,2494 CC
46,2017 Hyundai Grand Starex 2.5 GL 5M/T (Dsl) Detail,"₱680,000 ",2017.0,2017,Diesel,Minivans,"1,200 Km",Second Owner,Manual,Quezon City,10 seat,2476 CC
47,2014 Mitsubishi Montero Sport GLX 2WD MT Detail,"₱680,000 ",2014.0,2014,Diesel,Suv,"84,000 Km",First Owner,Manual,Mandaue City,7 seat,2442 CC
48,2016 Kia Sportage 2.0 LX AT 4X2 Diesel Detail,"₱680,000 ",2021.0,2016,Diesel,Suv,"50,000 Km",Second Owner,Automatic,Cainta,5 seat,1995 CC
49,2013 Mitsubishi Montero Sport 2.5 GLS V 4x2 AT Detail,"₱680,000 ",,2013,Diesel,Suv,1 Km,First Owner,Automatic,Pasay,7 seat,2477 CC
50,2016 Hyundai Grand Starex 2.5 GL 5MT (15 Seater) Detail,"₱680,000 ",,2016,Diesel,Van,"64,000 Km",First Owner,Manual,Las Piñas,15 seat,2467 CC
51,2019 Nissan Juke 1.6 Upper CVT Detail,"₱680,000 ",,2019,Gasoline,Crossover,"17,000 Km",First Owner,Cvt,Las Piñas,5 seat,1598 CC
52,2016 Toyota Avanza 1.3 E M/T Detail,"₱680,000 ",2022.0,2016,Gasoline,Mpv,"65,000 Km",First Owner,Manual,Dasmariñas,7 seat,1329 CC
53,2021 Toyota Vios 1.3L E AT Detail,"₱680,000 ",2021.0,2021,Gasoline,Sedan,"13,000 Km",First Owner,Automatic,Calamba City,,1293 CC
54,2013 Ford Ranger 2.2 XL 4x4 MT Detail,"₱680,000 ",2013.0,2013,Diesel,Pickup-trucks,1 Km,First Owner,Manual,Cebu City,,
55,2014 Mitsubishi Strada 2.5 GLX MT Detail,"₱680,000 ",,2014,Diesel,Pickup-trucks,,First Owner,Manual,Antipolo,,2498 CC
56,2019 Toyota Innova 2.8L J MT Detail,"₱680,000 ",2023.0,2019,Diesel,Mpv,"110,000 Km",First Owner,Manual,Quezon City,,
57,2016 Honda HR-V 1.8 E CVT Detail,"₱680,000 ",2016.0,2016,Gasoline,Crossover,"35,000 Km",First Owner,Cvt,Quezon City,5 seat,1799 CC
58,2022 Toyota Vios 1.3 XLE CVT Detail,"₱680,000 ",,2022,Gasoline,Sedan,"2,890 Km",First Owner,Cvt,Quezon City,5 seat,1329 CC
59,2022 Toyota Vios 1.3 XLE CVT Detail,"₱680,000 ",,2022,Gasoline,Sedan,"10,200 Km",First Owner,Cvt,Quezon City,5 seat,1329 CC
60,2022 Toyota Vios 1.3 XLE CVT Detail,"₱680,000 ",,2022,Gasoline,Sedan,"2,900 Km",First Owner,Cvt,Quezon City,5 seat,1329 CC
61,2013 Mitsubishi Montero Sport 2.5L GLS-V SE AT Detail,"₱680,000 ",2013.0,2013,Diesel,Suv,"85,000 Km",Second Owner,Automatic,Silang,,
62,2011 Toyota Fortuner Dsl AT 4x2 2.5 G Detail,"₱683,000 ",,2011,Diesel,Suv,"73,000 Km",First Owner,Automatic,Imus,7 seat,2494 CC
63,2008 Toyota Hiace 2.5 GL Grandia MT Detail,"₱685,000 ",2008.0,2008,Diesel,Van,"98,000 Km",First Owner,Manual,"Talisay City, Cebu",,2498 CC
64,2018 Honda BR-V 1.5L V CVT Detail,"₱685,000 ",2018.0,2018,Gasoline,Suv,1 Km,First Owner,Cvt,"Talisay City, Cebu",7 seat,1498 CC
65,2017 Honda BR-V 1.5L V AT Detail,"₱685,000 ",2017.0,2017,Gasoline,Suv,1 Km,First Owner,Automatic,"Talisay City, Cebu",,
66,2021 Toyota Avanza 1.3 E MT Detail,"₱685,000 ",,2021,Gasoline,Mpv,"16,000 Km",First Owner,Manual,Caloocan City,7 seat,1329 CC
67,2013 Ford Explorer 2.0L EcoBoost AT Detail,"₱685,000 ",,2013,Gasoline,Suv,,First Owner,Automatic,Caloocan City,,
68,2021 Toyota Vios 1.3 XLE CVT Detail,"₱685,000 ",,2021,Gasoline,Sedan,"51,000 Km",First Owner,Cvt,Puerto Princesa City,5 seat,1329 CC
69,2018 Suzuki Vitara GL AT Detail,"₱685,000 ",2018.0,2018,Gasoline,Crossover,"44,000 Km",First Owner,Automatic,Minglanilla,5 seat,1586 CC
70,2021 Toyota Vios 1.3 XE CVT Detail,"₱685,000 ",,2021,Gasoline,Sedan,,First Owner,Cvt,Cavite City,5 seat,1329 CC
71,2004 BMW 525i 2.0L AT Detail,"₱688,000 ",2004.0,2004,Gasoline,Sedan,1 Km,First Owner,Automatic,Mandaue City,,
72,2013 Hyundai Santa Fe 2.2 CRDi GLS 6AT (Dsl) Detail,"₱688,000 ",,2013,Diesel,Suv,"62,000 Km",First Owner,Automatic,Quezon City,7 seat,2199 CC
73,2019 Suzuki Ertiga 1.5 GL AT (Upgrade) Detail,"₱688,000 ",2019.0,2019,Gasoline,Mpv,"17,000 Km",First Owner,Automatic,Mandaluyong City,7 seat,1462 CC
74,2019 Hyundai Kona 2.0 GLS 6A/T Detail,"₱688,000 ",,2019,Gasoline,Crossover,"29,239 Km",First Owner,Automatic,Quezon City,5 seat,1998 CC
75,2019 Kia K2500 2.5 MT Detail,"₱688,000 ",,2019,Diesel,Mpv,"50,000 Km",First Owner,Manual,Cainta,,
76,2010 Mitsubishi Montero Sport 2.5L GLS-V SE AT Detail,"₱688,000 ",,2010,Diesel,Suv,,First Owner,Automatic,Quezon City,7 seat,2477 CC
77,2020 Honda City 1.5 E CVT Detail,"₱688,000 ",,2020,Gasoline,Sedan,"21,000 Km",First Owner,Cvt,Pasig,5 seat,1496 CC
78,2020 Suzuki Ertiga GL AT (Black Edition) Detail,"₱688,000 ",,2020,Gasoline,Mpv,"31,000 Km",First Owner,Automatic,Pasig,7 seat,1462 CC
79,2021 Toyota Vios 1.3 XLE CVT Detail,"₱688,000 ",2021.0,2021,Gasoline,Sedan,"1,000 Km",First Owner,Cvt,Pasig,5 seat,1329 CC
80,2022 Toyota Vios 1.3 XLE CVT Detail,"₱688,000 ",2022.0,2022,Gasoline,Sedan,"10,000 Km",First Owner,Cvt,San Pascual,5 seat,1329 CC
81,2014 Toyota Innova 2.5L E AT Detail,"₱688,000 ",,2014,Diesel,Mpv,1 Km,First Owner,Automatic,Pasay,,2494 CC
82,2015 Honda Jazz 1.5 V CVT Detail,"₱690,000 ",2015.0,2015,Gasoline,Hatchback,"35,000 Km",Second Owner,Cvt,Quezon City,5 seat,1497 CC
83,2008 Volvo XC90 D5 Momentum Detail,"₱690,000 ",2011.0,2008,Diesel,Suv,"110,000 Km",First Owner,Automatic,Muntinlupa,7 seat,1969 CC
84,2013 Ford Everest 2.0L Turbo Limited 4x2 AT Detail,"₱690,000 ",2022.0,2013,Diesel,Suv,"95,000 Km",Second Owner,Automatic,Tarlac City,7 seat,1996 CC
85,2019 Toyota Avanza 1.3 E AT Detail,"₱690,000 ",,2019,Gasoline,Mpv,"9,058 Km",First Owner,Automatic,Quezon City,7 seat,1329 CC
86,2019 Toyota Avanza 1.3 E AT Detail,"₱690,000 ",,2019,Gasoline,Mpv,"9,200 Km",First Owner,Automatic,Quezon City,7 seat,1329 CC
87,2015 Chevrolet Trailblazer 2.8 2WD 6AT LTX Detail,"₱690,000 ",,2015,Diesel,Suv,"60,000 Km",First Owner,Automatic,Las Piñas,7 seat,2776 CC
88,2019 Volkswagen Santana GTS 180 MPI AT SE Detail,"₱690,000 ",2023.0,2019,Gasoline,Hatchback,"26,300 Km",Second Owner,Automatic,Taguig,5 seat,1498 CC
89,2022 Toyota Vios 1.3 XLE CVT Detail,"₱690,000 ",,2022,Gasoline,Sedan,"11,000 Km",First Owner,Cvt,Pasig,5 seat,1329 CC
90,2018 Nissan Juke Visia Detail,"₱690,000 ",2021.0,2018,Gasoline,Crossover,"52,000 Km",First Owner,Manual,Manila,5 seat,999 CC
91,2019 Honda City 1.5 E CVT Honda Sensing Detail,"₱695,000 ",2022.0,2019,Gasoline,Sedan,"7,500 Km",First Owner,Cvt,Manila,5 seat,1498 CC
92,2021 Toyota Vios 1.3 XLE CVT Detail,"₱695,000 ",,2021,Gasoline,Sedan,"10,000 Km",First Owner,Cvt,Taal,5 seat,1329 CC
93,2015 Chevrolet Trailblazer LT Detail,"₱695,000 ",2023.0,2015,Gasoline,Suv,"70,000 Km",First Owner,Cvt,Quezon City,5 seat,1341 CC
94,2013 Toyota Camry 2.5G Detail,"₱698,000 ",2013.0,2013,Gasoline,Sedan,"28,000 Km",First Owner,,Valenzuela,,
95,2017 Hyundai H-100 2.5 CRDi 6MT (With A/C) Detail,"₱698,000 ",2017.0,2017,Diesel,Pickup-trucks,"23,000 Km",First Owner,Manual,Marikina City,3 seat,2497 CC
96,2018 Mitsubishi L300 2.5L FB Exceed MT Detail,"₱698,000 ",2018.0,2018,Diesel,Mpv,"30,000 Km",First Owner,Manual,Quezon City,,
97,2013 Honda Accord 2.4 S AT Detail,"₱698,000 ",,2013,Gasoline,Sedan,"80,000 Km",First Owner,Automatic,Quezon City,5 seat,2356 CC
98,2020 Honda Brio RS CVT Detail,"₱698,000 ",2020.0,2020,Gasoline,Hatchback,"16,000 Km",First Owner,Cvt,Marikina City,5 seat,1199 CC
99,2014 Chevrolet Trailblazer 2.8 2WD 6AT LT Detail,"₱698,000 ",,2014,Diesel,Suv,1 Km,First Owner,Automatic,Pasig,7 seat,2776 CC
100,2019 Toyota Corolla Altis 1.6 G CVT Detail,"₱698,000 ",2019.0,2019,Gasoline,Sedan,"60,000 Km",First Owner,Cvt,Quezon City,5 seat,1598 CC
101,2018 Chevrolet Trax LT Detail,"₱698,000 ",,2018,Gasoline,Crossover,,First Owner,Automatic,Cavite City,5 seat,1364 CC
102,2013 Hyundai Grand Starex 2.5L CRDi AT Gold Detail,"₱698,000 ",,2013,Diesel,Van,,First Owner,Automatic,Paranaque,10 seat,2497 CC
103,2018 Honda City 1.5 VX Navi CVT Detail,"₱698,000 ",,2018,Gasoline,Sedan,"56,000 Km",First Owner,Cvt,Paranaque,5 seat,1496 CC
104,2018 Mitsubishi L300 2.5L FB Exceed MT Detail,"₱698,000 ",2018.0,2018,Diesel,Mpv,"34,380 Km",First Owner,Manual,Quezon City,,
105,2022 Toyota Vios 1.3 XLE CVT Detail,"₱698,000 ",2022.0,2022,Gasoline,Sedan,"4,000 Km",First Owner,Cvt,San Pascual,5 seat,1329 CC
106,2022 Toyota Vios 1.3 XLE CVT Detail,"₱698,000 ",2022.0,2022,Gasoline,Sedan,"10,000 Km",First Owner,Cvt,San Pascual,5 seat,1329 CC
107,2022 Toyota Vios 1.3 XLE CVT Detail,"₱698,000 ",,2022,Gasoline,Sedan,,First Owner,Cvt,Quezon City,5 seat,1329 CC
108,2022 Toyota Vios 1.3 XLE CVT Detail,"₱698,000 ",,2022,Gasoline,Sedan,,First Owner,Cvt,Pasig,5 seat,1329 CC
109,2017 Hyundai Starex 2.5L GRX MT Detail,"₱699,000 ",,2017,Diesel,Van,"25,000 Km",First Owner,Manual,Pasig,,2498 CC
110,2019 GAC GS4 1.5 GB AT Detail,"₱699,000 ",2019.0,2019,Gasoline,Suv,"70,000 Km",First Owner,Automatic,Quezon City,5 seat,1495 CC
111,2022 Toyota Avanza 1.3 J M/T Detail,"₱699,000 ",2022.0,2022,Gasoline,Mpv,"40,000 Km",First Owner,Manual,Manila,7 seat,1329 CC
112,2008 Toyota Previa 2.4L Q AT Detail,"₱700,000 ",2008.0,2008,Gasoline,Van,"108,515 Km",Second Owner,Automatic,General Santos (Dadiangas),,
113,2016 Toyota Innova 2.8L G MT Detail,"₱700,000 ",2022.0,2016,Diesel,Mpv,"145,000 Km",Second Owner,Manual,Cagayan de Oro,,
114,2012 Ford Everest 2.0L Turbo Titanium Plus 4x2 AT Detail,"₱700,000 ",2022.0,2012,Diesel,Suv,"70,000 Km",First Owner,Automatic,Cebu City,7 seat,1996 CC
115,2014 Ford Explorer 2.0L Ecoboost Limited Detail,"₱700,000 ",2014.0,2014,Gasoline,Suv,"100,000 Km",First Owner,Automatic,Las Piñas,7 seat,1999 CC
116,2019 Toyota Avanza 1.5 G CVT Detail,"₱700,000 ",2019.0,2019,Gasoline,Mpv,"20,000 Km",First Owner,Cvt,Taguig,7 seat,1496 CC
117,2007 Toyota Fortuner 2.5 G AT Detail,"₱700,000 ",,2007,Diesel,Suv,,First Owner,Automatic,Quezon City,,
118,2018 Hyundai Tucson 2.0L GLS AT Detail,"₱700,000 ",2022.0,2018,Gasoline,Suv,"50,000 Km",First Owner,Automatic,Quezon City,5 seat,1999 CC
119,2014 Ford Explorer 2.0L Ecoboost Limited Detail,"₱700,000 ",2014.0,2014,Gasoline,Suv,"65,000 Km",First Owner,Automatic,Paranaque,7 seat,1999 CC
120,2018 Foton Traveller XL 16 Seater Detail,"₱700,000 ",2019.0,2018,Diesel,Van,"80,000 Km",First Owner,Manual,Manila,16 seat,2800 CC
121,2008 Mercedes-Benz C 200 2.0 L Elegance AT Detail,"₱700,000 ",2022.0,2008,Gasoline,Sedan,"700,000 Km",Second Owner,Automatic,Quezon City,,
122,2013 Toyota Camry 2.5 V AT Detail,"₱700,000 ",,2013,Gasoline,Sedan,"51,000 Km",First Owner,Automatic,Malabon,,2499 CC
123,2019 Mitsubishi Xpander GLX MT Detail,"₱700,000 ",2023.0,2019,Gasoline,Mpv,"45,000 Km",First Owner,Manual,Las Piñas,7 seat,1499 CC
124,2015 Chevrolet Trailblazer LT Detail,"₱700,000 ",2020.0,2015,Gasoline,Suv,"46,831 Km",Second Owner,Cvt,Cebu City,5 seat,1341 CC
125,2011 Toyota Fortuner 2.4 G Diesel 4x2 AT Detail,"₱700,000 ",2023.0,2011,Diesel,Suv,"195,000 Km",First Owner,Automatic,Las Piñas,7 seat,2393 CC
126,2016 Chevrolet Trailblazer Premier Detail,"₱700,000 ",2017.0,2016,Gasoline,Suv,"75,000 Km",Second Owner,Cvt,Cebu City,5 seat,1341 CC
127,2011 Toyota Hiace 2.5L Commuter MT Detail,"₱700,000 ",2011.0,2011,Diesel,Van,"348,654 Km",First Owner,Manual,Tagbilaran City,,
128,2016 Hyundai Tucson 2.0 GLS Plus AT (Diesel) Detail,"₱700,000 ",2023.0,2016,Diesel,Suv,"55,000 Km",First Owner,Automatic,Taguig,5 seat,1998 CC
129,2018 Honda Jazz 1.5 VX Navi CVT Detail,"₱700,000 ",2018.0,2018,Gasoline,Hatchback,"36,000 Km",First Owner,Cvt,"Santa Rosa, Laguna",5 seat,1497 CC
130,2020 Honda Brio 1.2 RS CVT Detail,"₱700,000 ",2020.0,2020,Gasoline,Hatchback,"25,000 Km",First Owner,Cvt,Mabalacat,5 seat,1199 CC
0,2019 Foton View Transvan 2.8L MT Detail,"₱605,000 ",,2019,Diesel,Van,"40,000 Km",First Owner,Manual,Quezon City,15 seat,2800 CC
1,2018 Honda City 1.5 E CVT Detail,"₱608,000 ",,2018,Gasoline,Sedan,"21,000 Km",First Owner,Cvt,Quezon City,5 seat,1496 CC
2,2017 Honda City 1.5 VX CVT Detail,"₱608,000 ",,2017,Gasoline,Sedan,"69,000 Km",First Owner,Automatic,Quezon City,5 seat,1496 CC
3,2020 Toyota Vios 1.3L XLE AT Detail,"₱608,000 ",,2020,Gasoline,Sedan,"13,000 Km",First Owner,Automatic,Pasig,,1293 CC
4,2018 Hyundai H-100 2.6 GL 5M/T (Dsl-With AC) Detail,"₱610,000 ",2018.0,2018,Diesel,Pickup-trucks,"57,000 Km",First Owner,Manual,Quezon City,,2607 CC
5,2018 Suzuki Vitara GL AT Detail,"₱610,000 ",2018.0,2018,Gasoline,Crossover,"43,000 Km",First Owner,Automatic,Quezon City,5 seat,1586 CC
6,2022 MG ZS Style AT Detail,"₱610,000 ",2022.0,2022,Gasoline,Crossover,"15,000 Km",First Owner,Automatic,Manila,5 seat,1499 CC
7,2017 Nissan Juke 1.6 Upper CVT Detail,"₱610,000 ",,2017,Gasoline,Crossover,1 Km,First Owner,Cvt,Pasig,5 seat,1598 CC
8,2020 Toyota Vios 1.5 G CVT Detail,"₱610,000 ",2020.0,2020,Gasoline,Sedan,"50,000 Km",First Owner,Cvt,Quezon City,5 seat,1496 CC
9,2017 Honda HR-V 1.8 E CVT Detail,"₱613,000 ",2019.0,2017,Gasoline,Crossover,"55,000 Km",First Owner,Cvt,Muntinlupa,5 seat,1799 CC
10,2017 Toyota Corolla Altis 1.6 G CVT Detail,"₱615,000 ",2017.0,2017,Gasoline,Sedan,"25,000 Km",First Owner,Cvt,Manila,5 seat,1598 CC
11,2020 Toyota Avanza 1.3 E M/T Detail,"₱615,000 ",2023.0,2020,Gasoline,Mpv,"62,000 Km",First Owner,Manual,Pasig,7 seat,1329 CC
12,2018 Toyota Avanza 1.3 E M/T Detail,"₱618,000 ",,2018,Gasoline,Mpv,"51,000 Km",First Owner,Manual,Quezon City,7 seat,1329 CC
13,2015 Honda Mobilio 1.5 RS Navi CVT Detail,"₱618,000 ",,2015,Gasoline,Mpv,"33,000 Km",Second Owner,Cvt,Quezon City,7 seat,1497 CC
14,2019 Honda City 1.5 E CVT Detail,"₱618,000 ",,2019,Gasoline,Sedan,1 Km,First Owner,Cvt,Quezon City,5 seat,1496 CC
15,2018 Toyota Avanza 1.3 E A/T Detail,"₱618,000 ",2018.0,2018,Gasoline,Mpv,"15,000 Km",First Owner,Automatic,Quezon City,7 seat,1329 CC
16,2019 Hyundai Kona 2.0 GLS 6A/T Detail,"₱618,000 ",,2019,Gasoline,Crossover,"25,000 Km",First Owner,Automatic,Mandaluyong City,5 seat,1998 CC
17,2018 Toyota Vios 1.3L E Prime AT Detail,"₱618,000 ",2018.0,2018,Gasoline,Sedan,"7,000 Km",First Owner,Automatic,Marikina City,,
